"id";"Date.mutation";"Nature.mutation";"Code.postal";"Commune";"Code.departement";"Type.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Surface.terrain"
2109;"04/01/2023";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";97;4;312
2112;"10/01/2023";"Vente";79000;"NIORT";"79";"Maison";75;5;224
2113;"23/01/2023";"Vente";79000;"NIORT";"79";"Appartement";60;3;NA
2116;"12/01/2023";"Vente";79000;"NIORT";"79";"Maison";139;7;406
2145;"20/01/2023";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";98;5;397
2148;"16/01/2023";"Vente";79000;"NIORT";"79";"Maison";84;4;672
2157;"25/01/2023";"Vente";79410;"ECHIRE";"79";"Maison";141;6;606
2160;"13/02/2023";"Vente";79000;"NIORT";"79";"Appartement";30;2;NA
2162;"10/02/2023";"Vente";79000;"NIORT";"79";"Maison";97;4;178
2180;"13/02/2023";"Vente";79000;"NIORT";"79";"Appartement";30;2;NA
2182;"15/02/2023";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";123;4;195
2184;"14/02/2023";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";77;4;657
2185;"26/01/2023";"Vente";79000;"NIORT";"79";"Maison";85;5;109
2199;"02/02/2023";"Vente";79230;"JUSCORPS";"79";"Maison";95;4;1202
2201;"02/02/2023";"Vente";79000;"NIORT";"79";"Maison";49;3;34
2203;"30/01/2023";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";118;7;1202
2215;"22/02/2023";"Vente";79000;"NIORT";"79";"Appartement";53;2;NA
2220;"10/02/2023";"Vente";79000;"NIORT";"79";"Appartement";72;4;NA
2221;"31/01/2023";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";143;3;941
2230;"01/02/2023";"Vente";79000;"NIORT";"79";"Maison";128;5;686
2237;"16/02/2023";"Vente";79000;"NIORT";"79";"Appartement";21;1;NA
2242;"17/02/2023";"Vente";79180;"CHAURAY";"79";"Appartement";56;3;NA
2250;"27/02/2023";"Vente";79000;"NIORT";"79";"Appartement";80;3;NA
2253;"03/03/2023";"Vente";79000;"NIORT";"79";"Appartement";47;2;NA
2273;"17/02/2023";"Vente";79260;"LA CRECHE";"79";"Maison";80;4;585
2281;"28/02/2023";"Vente";79000;"NIORT";"79";"Appartement";19;1;NA
2299;"10/02/2023";"Vente";79000;"NIORT";"79";"Appartement";71;4;NA
2300;"06/03/2023";"Vente";79410;"ECHIRE";"79";"Maison";148;5;1008
2313;"24/02/2023";"Vente";79000;"NIORT";"79";"Maison";110;4;68
2317;"02/03/2023";"Vente";79000;"NIORT";"79";"Appartement";59;3;NA
2347;"02/03/2023";"Vente";79000;"NIORT";"79";"Maison";78;4;450
2395;"21/03/2023";"Vente";79460;"MAGNE";"79";"Maison";138;4;703
2396;"03/03/2023";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";101;4;750
2404;"31/03/2023";"Vente";79000;"NIORT";"79";"Maison";63;3;193
2407;"24/03/2023";"Vente";79230;"VOUILLE";"79";"Maison";125;5;473
2416;"17/03/2023";"Vente";79180;"CHAURAY";"79";"Maison";44;2;194
2445;"27/03/2023";"Vente";79360;"LA FOYE MONJAULT";"79";"Maison";73;3;1021
2455;"04/04/2023";"Vente";79270;"EPANNES";"79";"Maison";105;5;986
2463;"06/04/2023";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";160;5;338
2465;"06/04/2023";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";103;5;973
2468;"22/03/2023";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";96;4;905
2485;"11/04/2023";"Vente";79000;"NIORT";"79";"Maison";70;4;426
2487;"17/04/2023";"Vente";79000;"NIORT";"79";"Appartement";77;4;NA
2499;"29/03/2023";"Vente";79000;"NIORT";"79";"Maison";118;7;1170
2502;"04/04/2023";"Vente";79000;"NIORT";"79";"Appartement";34;2;NA
2508;"07/04/2023";"Vente";79000;"NIORT";"79";"Appartement";62;3;NA
2516;"24/04/2023";"Vente";79210;"LE BOURDET";"79";"Maison";122;4;646
2519;"30/03/2023";"Vente";79000;"NIORT";"79";"Maison";46;2;41
2524;"05/04/2023";"Vente";79000;"NIORT";"79";"Maison";144;5;80
2528;"25/04/2023";"Vente";79000;"NIORT";"79";"Maison";128;5;853
2530;"05/04/2023";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";48;1;102
2533;"04/04/2023";"Vente";79000;"NIORT";"79";"Maison";76;4;618
2541;"26/04/2023";"Vente";79000;"NIORT";"79";"Maison";43;2;441
2543;"17/04/2023";"Vente";79000;"NIORT";"79";"Appartement";82;4;NA
2544;"27/04/2023";"Vente";79360;"LA FOYE MONJAULT";"79";"Maison";143;3;1354
2548;"20/04/2023";"Vente";79000;"NIORT";"79";"Maison";83;5;722
2556;"19/04/2023";"Vente";79260;"LA CRECHE";"79";"Maison";131;6;288
2565;"06/04/2023";"Vente";79000;"NIORT";"79";"Maison";78;4;351
2571;"03/05/2023";"Vente";79230;"AIFFRES";"79";"Maison";96;4;820
2590;"28/04/2023";"Vente";79000;"NIORT";"79";"Maison";125;5;126
2591;"20/04/2023";"Vente";79180;"CHAURAY";"79";"Maison";112;5;530
2593;"17/04/2023";"Vente";79410;"SAINT-MAXIRE";"79";"Maison";139;5;627
2598;"11/05/2023";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";106;5;127
2612;"02/05/2023";"Vente";79000;"NIORT";"79";"Maison";92;4;106
2617;"27/04/2023";"Vente";79180;"CHAURAY";"79";"Appartement";48;2;NA
2620;"19/04/2023";"Vente";79410;"ECHIRE";"79";"Maison";87;4;516
2625;"24/04/2023";"Vente";79000;"NIORT";"79";"Appartement";46;3;NA
2633;"28/04/2023";"Vente";79000;"NIORT";"79";"Maison";78;4;346
2636;"04/05/2023";"Vente";79000;"NIORT";"79";"Appartement";60;3;NA
2641;"22/05/2023";"Vente";79000;"NIORT";"79";"Maison";85;3;66
2657;"11/05/2023";"Vente";79000;"NIORT";"79";"Appartement";25;1;NA
2660;"12/05/2023";"Vente";79180;"CHAURAY";"79";"Maison";60;3;310
2663;"09/05/2023";"Vente";79000;"NIORT";"79";"Maison";85;4;450
2668;"15/05/2023";"Vente";79000;"NIORT";"79";"Maison";72;4;233
2677;"24/05/2023";"Vente";79000;"NIORT";"79";"Appartement";55;3;NA
2687;"31/05/2023";"Vente";79230;"PRAHECQ";"79";"Maison";81;5;3338
2690;"17/05/2023";"Vente";79410;"SAINT-MAXIRE";"79";"Maison";78;4;432
2692;"05/06/2023";"Vente";79000;"NIORT";"79";"Maison";96;5;447
2694;"01/06/2023";"Vente";79000;"NIORT";"79";"Maison";75;4;117
2695;"30/05/2023";"Vente";79000;"NIORT";"79";"Appartement";39;2;NA
2706;"15/05/2023";"Vente";79000;"NIORT";"79";"Maison";70;4;414
2707;"06/06/2023";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";52;3;431
2710;"22/05/2023";"Vente";79410;"SAINT GELAIS";"79";"Maison";175;6;406
2713;"08/06/2023";"Vente";79180;"CHAURAY";"79";"Maison";87;4;407
2715;"22/05/2023";"Vente";79000;"NIORT";"79";"Maison";68;4;361
2718;"07/06/2023";"Vente";79000;"NIORT";"79";"Maison";90;4;765
2722;"30/05/2023";"Vente";79000;"NIORT";"79";"Appartement";55;3;NA
2729;"25/05/2023";"Vente";79210;"PRIN-DEYRANCON";"79";"Maison";235;8;835
2731;"24/05/2023";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";75;4;573
2737;"02/06/2023";"Vente";79000;"NIORT";"79";"Appartement";43;2;NA
2742;"14/06/2023";"Vente";79000;"NIORT";"79";"Maison";125;4;455
2745;"30/05/2023";"Vente";79000;"NIORT";"79";"Maison";80;4;932
2747;"01/06/2023";"Vente";79410;"SAINT-REMY";"79";"Maison";77;2;475
2765;"30/05/2023";"Vente";79260;"LA CRECHE";"79";"Maison";110;5;1036
2770;"19/06/2023";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";154;6;1123
2774;"31/05/2023";"Vente";79260;"LA CRECHE";"79";"Maison";154;6;1285
2797;"06/06/2023";"Vente";79260;"LA CRECHE";"79";"Maison";172;4;481
2801;"20/06/2023";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";73;3;945
2802;"15/06/2023";"Vente";79000;"NIORT";"79";"Maison";74;4;210
2808;"29/06/2023";"Vente";79000;"NIORT";"79";"Maison";105;4;554
2810;"23/06/2023";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";78;4;243
2820;"23/06/2023";"Vente";79000;"NIORT";"79";"Maison";64;4;35
2836;"28/06/2023";"Vente";79230;"AIFFRES";"79";"Maison";88;4;1032
2842;"29/06/2023";"Vente";79000;"NIORT";"79";"Appartement";67;4;NA
2844;"16/06/2023";"Vente";79270;"SANSAIS";"79";"Maison";85;4;1185
2845;"30/06/2023";"Vente";79000;"NIORT";"79";"Maison";88;3;449
2850;"22/06/2023";"Vente";79460;"MAGNE";"79";"Maison";27;1;143
2851;"29/06/2023";"Vente";79000;"NIORT";"79";"Maison";96;4;371
2881;"22/06/2023";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";88;4;599
2882;"05/07/2023";"Vente";79210;"LE BOURDET";"79";"Maison";110;4;1330
2885;"27/06/2023";"Vente";79180;"CHAURAY";"79";"Maison";93;4;582
2886;"23/06/2023";"Vente";79000;"NIORT";"79";"Maison";138;4;347
2890;"06/07/2023";"Vente";79000;"NIORT";"79";"Appartement";89;3;NA
2896;"22/06/2023";"Vente";79360;"LA FOYE MONJAULT";"79";"Maison";85;4;365
2902;"11/07/2023";"Vente";79180;"CHAURAY";"79";"Appartement";56;3;NA
2903;"03/07/2023";"Vente";79460;"MAGNE";"79";"Maison";14;1;310
2909;"06/07/2023";"Vente";79000;"NIORT";"79";"Maison";96;2;242
2914;"29/06/2023";"Vente";79230;"PRAHECQ";"79";"Maison";118;4;537
2915;"29/06/2023";"Vente";79260;"LA CRECHE";"79";"Maison";92;5;833
2916;"17/07/2023";"Vente";79000;"NIORT";"79";"Maison";88;4;428
2918;"29/06/2023";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";153;5;149
2927;"10/07/2023";"Vente";79000;"NIORT";"79";"Maison";36;1;25
2933;"30/06/2023";"Vente";79000;"NIORT";"79";"Appartement";46;2;NA
2938;"03/07/2023";"Vente";79000;"NIORT";"79";"Maison";130;5;326
2946;"13/07/2023";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";95;5;742
2967;"17/07/2023";"Vente";79000;"NIORT";"79";"Appartement";62;3;NA
2988;"20/07/2023";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";114;5;1500
2993;"31/07/2023";"Vente";79410;"SAINT-REMY";"79";"Maison";71;3;427
2998;"12/07/2023";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";155;5;961
3003;"24/07/2023";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";64;3;608
3016;"24/07/2023";"Vente";79000;"NIORT";"79";"Maison";36;1;24
3018;"20/07/2023";"Vente";79180;"CHAURAY";"79";"Appartement";60;3;NA
3020;"19/07/2023";"Vente";79000;"NIORT";"79";"Maison";70;4;256
3021;"13/07/2023";"Vente";79000;"NIORT";"79";"Maison";75;5;412
3047;"07/08/2023";"Vente";79460;"MAGNE";"79";"Maison";160;4;305
3053;"01/08/2023";"Vente";79000;"NIORT";"79";"Maison";78;4;246
3062;"13/07/2023";"Vente";79000;"NIORT";"79";"Maison";91;5;658
3075;"16/08/2023";"Vente";79000;"NIORT";"79";"Maison";100;5;489
3079;"16/08/2023";"Vente";79000;"NIORT";"79";"Maison";60;3;58
3084;"25/07/2023";"Vente";79000;"NIORT";"79";"Maison";90;4;478
3085;"08/08/2023";"Vente";79000;"NIORT";"79";"Maison";166;7;783
3090;"16/08/2023";"Vente";79000;"NIORT";"79";"Appartement";41;2;NA
3104;"10/08/2023";"Vente";79000;"NIORT";"79";"Appartement";43;2;NA
3105;"07/08/2023";"Vente";79000;"NIORT";"79";"Maison";97;4;211
3108;"07/08/2023";"Vente";79210;"AMURE";"79";"Maison";98;4;801
3109;"11/08/2023";"Vente";79230;"AIFFRES";"79";"Maison";92;5;609
3117;"27/07/2023";"Vente";79000;"NIORT";"79";"Appartement";154;5;NA
3118;"23/08/2023";"Vente";79000;"SCIECQ";"79";"Maison";134;5;222
3119;"18/08/2023";"Vente";79000;"NIORT";"79";"Maison";95;4;704
3120;"18/08/2023";"Vente";79000;"NIORT";"79";"Maison";85;5;175
3128;"11/08/2023";"Vente";79180;"CHAURAY";"79";"Maison";80;4;NA
3142;"22/08/2023";"Vente";79180;"CHAURAY";"79";"Maison";137;6;688
3143;"25/08/2023";"Vente";79000;"NIORT";"79";"Maison";99;4;461
3156;"07/08/2023";"Vente";79410;"SAINT-MAXIRE";"79";"Maison";143;5;287
3171;"31/08/2023";"Vente";79000;"NIORT";"79";"Maison";111;5;190
3172;"01/09/2023";"Vente";79000;"NIORT";"79";"Maison";127;6;503
3173;"29/08/2023";"Vente";79510;"COULON";"79";"Maison";97;4;149
3184;"30/08/2023";"Vente";79000;"NIORT";"79";"Appartement";36;2;NA
3185;"07/09/2023";"Vente";79460;"MAGNE";"79";"Maison";44;2;430
3190;"04/09/2023";"Vente";79410;"SAINT GELAIS";"79";"Maison";80;4;1094
3200;"30/08/2023";"Vente";79000;"NIORT";"79";"Maison";37;2;16
3204;"04/09/2023";"Vente";79000;"NIORT";"79";"Maison";74;4;179
3205;"06/09/2023";"Vente";79230;"FORS";"79";"Maison";64;3;567
3206;"05/09/2023";"Vente";79000;"NIORT";"79";"Maison";92;4;36
3207;"28/08/2023";"Vente";79180;"CHAURAY";"79";"Maison";92;3;850
3216;"31/08/2023";"Vente";79000;"NIORT";"79";"Maison";170;6;1427
3221;"31/08/2023";"Vente";79000;"BESSINES";"79";"Maison";136;5;1023
3231;"13/09/2023";"Vente";79000;"NIORT";"79";"Appartement";64;3;NA
3236;"31/08/2023";"Vente";79180;"CHAURAY";"79";"Maison";103;4;618
3243;"16/09/2023";"Vente";79180;"CHAURAY";"79";"Maison";99;6;640
3257;"13/09/2023";"Vente";79000;"NIORT";"79";"Maison";86;4;363
3270;"18/09/2023";"Vente";79000;"NIORT";"79";"Maison";68;4;461
3271;"15/09/2023";"Vente";79410;"ECHIRE";"79";"Maison";90;3;58
3272;"15/09/2023";"Vente";79180;"CHAURAY";"79";"Maison";124;4;642
3278;"25/09/2023";"Vente";79000;"NIORT";"79";"Appartement";77;3;NA
3280;"15/09/2023";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";75;4;744
3281;"19/09/2023";"Vente";79000;"NIORT";"79";"Appartement";36;1;NA
3294;"19/09/2023";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";135;5;965
3312;"21/09/2023";"Vente";79270;"SANSAIS";"79";"Maison";200;5;203
3315;"29/09/2023";"Vente";79000;"NIORT";"79";"Maison";71;4;206
3316;"04/10/2023";"Vente";79460;"MAGNE";"79";"Maison";102;5;1001
3325;"26/09/2023";"Vente";79000;"NIORT";"79";"Maison";85;4;125
3327;"02/10/2023";"Vente";79000;"NIORT";"79";"Appartement";59;2;NA
3331;"05/10/2023";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";105;4;1153
3332;"06/10/2023";"Vente";79180;"CHAURAY";"79";"Maison";84;4;534
3340;"20/09/2023";"Vente";79410;"SAINT-REMY";"79";"Maison";100;5;255
3346;"29/09/2023";"Vente";79180;"CHAURAY";"79";"Maison";77;4;602
3351;"27/09/2023";"Vente";79000;"NIORT";"79";"Appartement";16;1;NA
3360;"23/09/2023";"Vente";79000;"NIORT";"79";"Maison";62;3;547
3375;"19/10/2023";"Vente";79000;"NIORT";"79";"Maison";51;3;24
3383;"13/10/2023";"Vente";79000;"NIORT";"79";"Maison";54;3;418
3387;"13/10/2023";"Vente";79210;"AMURE";"79";"Maison";131;4;1243
3388;"12/10/2023";"Vente";79000;"NIORT";"79";"Maison";70;3;72
3393;"23/10/2023";"Vente";79000;"NIORT";"79";"Maison";74;4;174
3396;"27/10/2023";"Vente";79000;"NIORT";"79";"Maison";206;6;2140
3399;"26/10/2023";"Vente";79000;"NIORT";"79";"Appartement";22;1;NA
3411;"31/10/2023";"Vente";79360;"PLAINE-D'ARGENSON";"79";"Maison";83;3;194
3412;"20/10/2023";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";110;5;311
3413;"27/10/2023";"Vente";79210;"VAL-DU-MIGNON";"79";"Maison";149;5;1340
3417;"10/10/2023";"Vente";79000;"NIORT";"79";"Appartement";50;2;NA
3423;"24/10/2023";"Vente";79000;"NIORT";"79";"Maison";105;3;784
3442;"31/10/2023";"Vente";79000;"NIORT";"79";"Appartement";24;1;NA
3450;"16/10/2023";"Vente";79360;"MARIGNY";"79";"Maison";121;6;1176
3455;"16/10/2023";"Vente";79000;"NIORT";"79";"Appartement";66;3;NA
3459;"03/11/2023";"Vente";79180;"CHAURAY";"79";"Maison";120;5;420
3463;"10/11/2023";"Vente";79000;"NIORT";"79";"Maison";70;3;967
3465;"17/10/2023";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";106;4;720
3476;"30/10/2023";"Vente";79360;"GRANZAY-GRIPT";"79";"Maison";159;5;997
3487;"07/11/2023";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";117;4;150
3495;"06/11/2023";"Vente";79230;"AIFFRES";"79";"Maison";89;4;366
3502;"15/11/2023";"Vente";79000;"NIORT";"79";"Maison";78;4;215
3505;"20/11/2023";"Vente";79000;"NIORT";"79";"Maison";74;4;508
3508;"08/11/2023";"Vente";79000;"NIORT";"79";"Maison";79;4;659
3509;"08/11/2023";"Vente";79210;"ARCAIS";"79";"Maison";66;2;70
3510;"08/11/2023";"Vente";79000;"NIORT";"79";"Appartement";21;1;NA
3511;"14/11/2023";"Vente";79230;"FORS";"79";"Maison";88;3;96
3513;"22/11/2023";"Vente";79180;"CHAURAY";"79";"Maison";78;4;244
3523;"24/11/2023";"Vente";79000;"NIORT";"79";"Maison";77;4;346
3529;"27/11/2023";"Vente";79000;"NIORT";"79";"Appartement";43;2;NA
3541;"01/12/2023";"Vente";79000;"NIORT";"79";"Appartement";38;2;NA
3543;"23/11/2023";"Vente";79000;"NIORT";"79";"Appartement";64;3;NA
3547;"20/11/2023";"Vente";79410;"SAINT GELAIS";"79";"Maison";103;5;450
3550;"01/12/2023";"Vente";79000;"NIORT";"79";"Maison";92;5;213
3552;"23/11/2023";"Vente";79000;"NIORT";"79";"Maison";120;4;680
3567;"05/12/2023";"Vente";79210;"PRIN-DEYRANCON";"79";"Maison";116;4;590
3571;"30/11/2023";"Vente";79000;"NIORT";"79";"Maison";96;4;96
3576;"16/11/2023";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";78;3;2085
3582;"13/11/2023";"Vente";79000;"NIORT";"79";"Appartement";81;3;NA
3585;"08/12/2023";"Vente";79230;"SAINT-MARTIN-DE-BERNEGOUE";"79";"Maison";64;2;562
3587;"13/12/2023";"Vente";79230;"SAINT-ROMANS-DES-CHAMPS";"79";"Maison";101;3;948
3596;"24/11/2023";"Vente";79000;"NIORT";"79";"Appartement";57;3;NA
3610;"19/12/2023";"Vente";79000;"NIORT";"79";"Appartement";83;5;NA
3627;"30/11/2023";"Vente";79000;"NIORT";"79";"Maison";150;7;786
3628;"19/12/2023";"Vente";79360;"PLAINE-D'ARGENSON";"79";"Maison";163;6;1001
3635;"14/12/2023";"Vente";79000;"NIORT";"79";"Maison";72;4;245
3638;"29/12/2023";"Vente";79000;"NIORT";"79";"Maison";30;2;43
3649;"28/12/2023";"Vente";79000;"NIORT";"79";"Maison";113;5;477
3652;"28/12/2023";"Vente";79000;"NIORT";"79";"Maison";78;4;166
3674;"11/12/2023";"Vente";79000;"NIORT";"79";"Maison";68;3;340
3677;"07/12/2023";"Vente";79000;"NIORT";"79";"Appartement";37;1;NA
3682;"13/12/2023";"Vente";79000;"NIORT";"79";"Appartement";20;1;NA
3695;"27/12/2023";"Vente";79000;"NIORT";"79";"Maison";111;4;733
3700;"20/12/2023";"Vente";79000;"NIORT";"79";"Maison";96;5;378
3702;"15/12/2023";"Vente";79460;"MAGNE";"79";"Maison";109;4;1500
3703;"22/12/2023";"Vente";79000;"NIORT";"79";"Maison";69;4;172
3711;"27/12/2023";"Vente";79000;"NIORT";"79";"Appartement";42;2;NA
3713;"22/12/2023";"Vente";79210;"ARCAIS";"79";"Maison";51;1;497
3720;"27/12/2023";"Vente";79230;"BRULAIN";"79";"Maison";48;2;1002
3721;"27/12/2023";"Vente";79260;"LA CRECHE";"79";"Maison";135;4;2327
3723;"29/12/2023";"Vente";79000;"NIORT";"79";"Maison";88;4;NA
3733;"09/08/2023";"Vente";79410;"ECHIRE";"79";"Maison";154;3;494
3735;"04/01/2022";"Vente";79000;"NIORT";"79";"Maison";55;3;509
3771;"20/01/2022";"Vente";79230;"PRAHECQ";"79";"Maison";75;4;619
3772;"03/01/2022";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";90;3;140
3774;"12/01/2022";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";72;3;187
3776;"07/01/2022";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";67;3;165
3777;"20/01/2022";"Vente";79000;"NIORT";"79";"Maison";88;4;470
3783;"14/01/2022";"Vente";79000;"NIORT";"79";"Appartement";41;2;NA
3785;"28/01/2022";"Vente";79000;"NIORT";"79";"Maison";168;4;92
3786;"25/01/2022";"Vente";79230;"AIFFRES";"79";"Maison";121;5;628
3791;"14/01/2022";"Vente";79180;"CHAURAY";"79";"Maison";97;4;427
3795;"14/01/2022";"Vente";79000;"NIORT";"79";"Maison";134;5;674
3798;"11/01/2022";"Vente";79000;"NIORT";"79";"Appartement";53;3;NA
3803;"07/01/2022";"Vente";79460;"MAGNE";"79";"Maison";155;6;582
3806;"07/01/2022";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";110;3;805
3810;"18/01/2022";"Vente";79360;"GRANZAY-GRIPT";"79";"Maison";130;5;1564
3818;"18/01/2022";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";99;5;413
3831;"07/02/2022";"Vente";79000;"NIORT";"79";"Appartement";65;4;NA
3837;"14/01/2022";"Vente";79000;"NIORT";"79";"Maison";92;3;502
3840;"26/01/2022";"Vente";79000;"NIORT";"79";"Maison";48;2;129
3842;"14/01/2022";"Vente";79230;"JUSCORPS";"79";"Maison";89;4;1218
3843;"17/01/2022";"Vente";79000;"NIORT";"79";"Maison";138;7;500
3857;"27/01/2022";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";100;4;802
3860;"10/02/2022";"Vente";79360;"LA FOYE MONJAULT";"79";"Maison";111;4;935
3862;"26/01/2022";"Vente";79000;"NIORT";"79";"Maison";87;4;528
3866;"28/01/2022";"Vente";79000;"NIORT";"79";"Maison";90;4;253
3870;"25/01/2022";"Vente";79000;"NIORT";"79";"Appartement";38;2;NA
3873;"24/01/2022";"Vente";79000;"NIORT";"79";"Appartement";42;2;NA
3875;"21/01/2022";"Vente";79410;"SAINT GELAIS";"79";"Maison";117;5;509
3881;"10/02/2022";"Vente";79410;"ECHIRE";"79";"Maison";75;5;1094
3887;"11/02/2022";"Vente";79000;"NIORT";"79";"Maison";70;4;61
3891;"15/02/2022";"Vente";79000;"NIORT";"79";"Maison";117;5;1482
3893;"27/01/2022";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";64;3;294
3894;"24/01/2022";"Vente";79180;"CHAURAY";"79";"Appartement";60;3;NA
3897;"03/02/2022";"Vente";79000;"NIORT";"79";"Maison";140;5;699
3899;"31/01/2022";"Vente";79460;"MAGNE";"79";"Maison";140;4;90
3902;"31/01/2022";"Vente";79000;"NIORT";"79";"Maison";82;4;668
3908;"11/02/2022";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";40;2;139
3913;"11/02/2022";"Vente";79000;"NIORT";"79";"Maison";65;4;320
3918;"04/02/2022";"Vente";79180;"CHAURAY";"79";"Maison";92;4;607
3919;"04/02/2022";"Vente";79510;"COULON";"79";"Maison";49;2;911
3923;"02/02/2022";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";64;3;799
3927;"04/02/2022";"Vente";79000;"NIORT";"79";"Maison";42;2;97
3941;"28/01/2022";"Vente";79180;"CHAURAY";"79";"Appartement";40;2;NA
3949;"22/02/2022";"Vente";79000;"NIORT";"79";"Maison";105;4;737
3950;"22/02/2022";"Vente";79000;"NIORT";"79";"Maison";125;6;318
3953;"04/02/2022";"Vente";79000;"NIORT";"79";"Maison";87;4;508
3959;"21/02/2022";"Vente";79000;"NIORT";"79";"Maison";84;4;489
3965;"09/02/2022";"Vente";79000;"NIORT";"79";"Appartement";28;1;NA
3966;"11/02/2022";"Vente";79000;"NIORT";"79";"Maison";77;4;484
3968;"11/02/2022";"Vente";79000;"NIORT";"79";"Appartement";75;3;NA
3975;"25/02/2022";"Vente";79000;"NIORT";"79";"Maison";74;3;52
3978;"18/02/2022";"Vente";79000;"NIORT";"79";"Maison";72;2;21
3980;"28/02/2022";"Vente";79000;"NIORT";"79";"Maison";90;3;507
3999;"11/02/2022";"Vente";79000;"NIORT";"79";"Maison";88;4;587
4007;"15/02/2022";"Vente";79000;"NIORT";"79";"Appartement";38;1;NA
4008;"24/02/2022";"Vente";79000;"NIORT";"79";"Appartement";65;4;NA
4024;"02/03/2022";"Vente";79000;"NIORT";"79";"Appartement";34;2;NA
4032;"28/02/2022";"Vente";79000;"NIORT";"79";"Appartement";35;1;NA
4033;"15/02/2022";"Vente";79410;"SAINT GELAIS";"79";"Maison";236;7;1618
4042;"08/03/2022";"Vente";79000;"NIORT";"79";"Appartement";48;2;NA
4051;"04/03/2022";"Vente";79000;"NIORT";"79";"Maison";88;4;4411
4056;"11/03/2022";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";79;4;351
4060;"02/03/2022";"Vente";79410;"SAINT GELAIS";"79";"Maison";110;5;555
4074;"11/03/2022";"Vente";79000;"NIORT";"79";"Maison";65;3;182
4075;"04/03/2022";"Vente";79410;"ECHIRE";"79";"Maison";200;5;253
4077;"15/03/2022";"Vente";79000;"NIORT";"79";"Maison";60;3;27
4090;"28/02/2022";"Vente";79000;"NIORT";"79";"Maison";47;1;37
4093;"02/03/2022";"Vente";79000;"NIORT";"79";"Appartement";58;2;NA
4094;"10/03/2022";"Vente";79270;"LA ROCHENARD";"79";"Maison";128;4;457
4102;"01/03/2022";"Vente";79000;"NIORT";"79";"Maison";96;4;104
4103;"15/03/2022";"Vente";79270;"VALLANS";"79";"Maison";100;4;1000
4107;"15/03/2022";"Vente";79210;"ARCAIS";"79";"Maison";124;4;209
4108;"14/03/2022";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";86;3;1200
4118;"04/03/2022";"Vente";79000;"NIORT";"79";"Maison";96;4;623
4120;"09/03/2022";"Vente";79180;"CHAURAY";"79";"Maison";130;6;1211
4124;"07/03/2022";"Vente";79000;"NIORT";"79";"Maison";154;7;265
4126;"16/03/2022";"Vente";79000;"NIORT";"79";"Maison";140;1;743
4130;"11/03/2022";"Vente";79510;"COULON";"79";"Maison";160;4;312
